Observer,Transect_number,Observer_Transect_number,PointID,Date,latitude,longitude,Location,BAWA_pre_abs,Elevation,LiveM,LiveY,DiscM,DiscY,Snags,Tree_height_average,Girth_average,Understorey_category,Understorey_height_category,Thatch_palm_height_category,Wind_damage,Fire_disturbance
MG,54,29,29D,21/05/2018,26.63831667,-78.40976667,LE,1,7,31,0,1,0,0,10,42,3,1,1,0,2
DP,55,30,30A,21/05/2018,26.6213,-78.403,LE,1,8,7,5,0,0,0,10,46,4,2,2,0,1
DP,55,30,30B,21/05/2018,26.6215,-78.40068333,LE,1,7,5,6,0,1,0,8,49,4,1,2,0,2
DP,55,30,30C,21/05/2018,26.62303333,-78.40363333,LE,0,7,3,0,0,0,7,9,45,4,1,2,0,2
DP,55,30,30D,21/05/2018,26.62353333,-78.40175,LE,0,7,7,6,0,0,0,12,61,4,1,2,0,2
MG,56,30,30A,21/05/2018,26.61902759,-78.40232689,LE,1,14,6,3,0,0,1,16,79,4,2,2,1,2
MG,56,30,30B,21/05/2018,26.62000211,-78.39993601,LE,1,12,25,4,0,0,0,11,43,5,2,2,0,2
MG,56,30,30C,21/05/2018,26.61656667,-78.40185,LE,1,12,13,2,0,0,0,12,53,4,2,2,0,2
MG,56,30,30D,21/05/2018,26.6169,-78.39988333,LE,1,10,20,4,0,0,0,9,40,3,1,2,0,2
DP,57,31,31A,22/05/2018,26.60295,-78.4516,LE,1,7,6,0,1,0,0,11,64,1,1,2,0,3
DP,57,31,31B,22/05/2018,26.60128333,-78.45241667,LE,1,7,11,0,0,0,0,10,71,2,1,2,0,3
DP,57,31,31C,22/05/2018,26.6028,-78.4534,LE,1,7,6,5,0,0,0,11,55,2,1,2,0,3
DP,57,31,31D,22/05/2018,26.60146667,-78.45483333,LE,1,7,10,2,0,0,0,11,46,2,1,2,1,3
MG,58,31,31A,22/05/2018,26.60128333,-78.45053333,LE,1,10,12,1,0,2,0,10,48,2,1,1,0,3
MG,58,31,31B,22/05/2018,26.60302452,-78.45007659,LE,1,12,11,2,0,0,0,11,73,2,1,2,0,3
MG,58,31,31C,22/05/2018,26.60146667,-78.44831667,LE,0,18,11,0,0,0,0,10,54,2,1,1,0,3
MG,58,31,31D,22/05/2018,26.60321667,-78.44816667,LE,0,7,17,1,0,0,0,10,44,1,1,1,0,3
DP,59,32,32A,24/05/2018,26.55003333,-78.67035,FP,0,6,8,0,1,0,1,15,50,2,1,2,1,3
DP,59,32,32B,24/05/2018,26.54998333,-78.66833333,FP,0,6,4,6,4,0,1,13,60,2,1,2,2,3
DP,59,32,32C,24/05/2018,26.55168333,-78.66838333,FP,0,6,8,2,1,0,1,14,52,2,1,2,1,3
DP,59,32,32D,24/05/2018,26.5517,-78.67043333,FP,0,6,8,1,1,0,0,13,48,2,1,2,2,3
MG,60,32,32A,24/05/2018,26.54788333,-78.67035,FP,0,11,24,0,1,0,1,14,52,3,1,2,2,2
MG,60,32,32B,24/05/2018,26.54793333,-78.66821667,FP,0,10,17,2,0,1,2,13,46,2,1,2,2,3
MG,60,32,32C,24/05/2018,26.5461,-78.67035,FP,0,8,9,27,1,1,2,11,52,3,2,2,0,2
MG,60,32,32D,24/05/2018,26.54611667,-78.66826667,FP,0,10,21,0,9,2,1,16,47,2,1,1,1,3
DP,61,33,33A,24/05/2018,26.53143333,-78.71125,FP,0,6,8,0,0,0,2,12,49,1,1,1,0,4
DP,61,33,33B,24/05/2018,26.53005175,-78.71573256,FP,0,6,0,8,0,0,0,6,16,2,1,1,0,3
MG,61,33,33A,24/05/2018,26.52902562,-78.71763537,FP,0,12,9,0,0,0,0,14,59,3,1,2,0,3
MG,61,33,33B,24/05/2018,26.53076667,-78.71343333,FP,0,6,12,0,0,3,1,14,56,1,1,1,2,4
DP,62,34,34A,25/05/2018,26.6431,-78.23646667,EE,1,5,8,6,0,0,1,12,49,3,1,2,0,2
DP,62,34,34B,25/05/2018,26.6414,-78.23575,EE,1,5,8,2,0,0,0,10,48,3,1,2,0,2
DP,62,34,34C,25/05/2018,26.64381727,-78.2338628,EE,1,5,8,6,0,0,0,11,52,3,1,2,0,2
DP,62,34,34D,25/05/2018,26.64218333,-78.23336667,EE,1,5,5,5,0,0,1,12,47,3,1,2,0,2
MG,63,34,34A,25/05/2018,26.64255,-78.23841667,EE,0,10,30,2,0,0,0,11,34,4,1,2,0,1
MG,63,34,34B,25/05/2018,26.64066667,-78.23796667,EE,1,11,15,0,0,0,2,9,54,4,2,2,1,2
MG,63,34,34C,25/05/2018,26.64156667,-78.2413,EE,1,15,20,3,0,0,0,11,47,3,1,2,1,1
MG,63,34,34D,25/05/2018,26.64008254,-78.24018306,EE,1,12,23,2,0,0,0,11,46,3,2,2,1,2
DP,64,35,35A,25/05/2018,26.68932153,-78.23304574,EE,1,5,8,6,0,0,2,12,51,3,1,1,0,2
DP,64,35,35B,25/05/2018,26.68953333,-78.23091667,EE,1,5,4,4,0,0,1,11,49,3,2,1,2,2
DP,64,35,35C,25/05/2018,26.69145,-78.23311667,EE,1,5,7,3,0,2,1,11,52,3,1,1,0,2
DP,64,35,35D,25/05/2018,26.69118333,-78.2311,EE,1,5,6,1,0,1,2,13,53,2,1,2,1,2
MG,65,35,35A,25/05/2018,26.6877,-78.23291667,EE,1,7,20,1,2,0,0,12,53,3,1,1,0,2
MG,65,35,35B,25/05/2018,26.6878,-78.2307,EE,1,9,17,3,0,0,0,8,52,2,1,1,0,2
MG,65,35,35C,25/05/2018,26.68545,-78.23268333,EE,0,5,16,7,0,0,6,8,33,1,1,1,0,3
MG,65,35,35D,25/05/2018,26.68573333,-78.2306,EE,1,6,6,1,0,0,2,11,50,2,1,1,0,3
DP,66,36,36A,26/05/2018,26.67513333,-78.20226667,EE,1,6,5,1,0,0,0,12,66,2,1,2,1,2
DP,66,36,36B,26/05/2018,26.67543333,-78.20023333,EE,1,6,10,2,0,0,0,11,53,3,1,2,0,2
DP,66,36,36C,26/05/2018,26.67328758,-78.20195305,EE,0,5,5,6,0,0,1,12,47,3,1,2,1,2
DP,66,36,36D,26/05/2018,26.67356667,-78.19981667,EE,1,7,4,7,0,0,0,9,49,3,1,2,0,2
MG,67,36,36A,26/05/2018,26.67713333,-78.20268333,EE,1,16,15,1,0,0,0,12,52,3,1,2,0,2
MG,67,36,36B,26/05/2018,26.67753333,-78.20058333,EE,0,10,4,5,0,2,0,12,67,4,2,2,0,2
MG,67,36,36C,26/05/2018,26.67948333,-78.20306667,EE,0,10,18,0,0,0,1,12,45,3,1,2,0,2
MG,67,36,36D,26/05/2018,26.67968333,-78.20083333,EE,1,11,23,1,0,0,1,12,51,3,1,2,0,2
DP,68,37,37A,26/05/2018,26.66306667,-78.18363333,EE,1,9,10,6,0,0,0,11,53,3,1,2,0,2
DP,68,37,37B,26/05/2018,26.66326667,-78.18161667,EE,1,6,11,1,0,0,0,13,47,3,2,2,0,2
DP,68,37,37C,19/06/2018,26.66192633,-78.18124291,EE,0,9,5,3,0,0,0,11,47,4,2,1,0,2
DP,68,37,37D,19/06/2018,26.661373,-78.18329152,EE,1,13,5,6,0,0,0,12,51,4,2,2,0,2
MG,69,37,37A,26/05/2018,26.66501667,-78.18436667,EE,1,11,12,2,0,0,0,12,55,2,1,1,0,2
MG,69,37,37B,26/05/2018,26.6655,-78.18231667,EE,0,6,11,1,0,0,0,16,65,4,2,2,0,2
MG,69,37,37C,19/06/2018,26.65953,-78.1827,EE,1,12,23,0,0,0,0,10,46,3,1,1,0,2
MG,69,37,37D,19/06/2018,26.65972,-78.18065,EE,0,14,18,0,0,0,0,13,49,3,1,1,0,2
DP,70,38,38A,29/05/2018,26.63615,-78.51865,LE,1,9,12,4,0,0,2,16,60,3,1,2,2,2
DP,70,38,38B,29/05/2018,26.63791667,-78.51905,LE,1,7,12,2,0,0,2,16,54,3,2,2,0,2
DP,70,38,38C,29/05/2018,26.63831667,-78.51676667,LE,1,9,3,12,0,0,2,7,22,3,1,2,0,2
DP,70,38,38D,29/05/2018,26.63652938,-78.5165684,LE,1,9,7,13,0,0,0,11,57,3,1,2,0,2
MG,71,38,38A,29/05/2018,26.63725,-78.5219,LE,1,13,8,1,0,0,3,17,74,3,2,2,1,2
MG,71,38,38B,29/05/2018,26.63558611,-78.52230833,LE,1,10,9,4.5,3,0.5,2,16,61,3,1,2,1,2
MG,71,38,38C,29/05/2018,26.63691667,-78.52438333,LE,0,10,18,0,6,0,2,16,58,3,1,2,2,2
MG,71,38,38D,29/05/2018,26.63491191,-78.52420167,LE,0,11,9,4,6,0,3,17,64,3,1,2,2,2
DP,72,39,39A,30/05/2018,26.65031667,-78.51358333,LE,1,6,10,1,0,0,2,17,45,2,1,2,0,3
DP,72,39,39B,30/05/2018,26.65178333,-78.51475,LE,1,7,7,2,1,0,0,18,84,2,1,1,0,3
DP,72,39,39C,30/05/2018,26.65173333,-78.5119,LE,1,6,5,15,0,0,0,17,76,2,1,1,1,3
DP,72,39,39D,30/05/2018,26.65316667,-78.51313333,LE,1,8,9,2,0,0,1,16,64,2,1,2,0,3
MG,73,39,39A,30/05/2018,26.6504,-78.51631667,LE,0,11,11,0,2,1,0,16,61,2,1,2,2,3
MG,73,39,39B,30/05/2018,26.64878333,-78.51508333,LE,1,5,1,26,0,6,0,10,29,2,1,2,1,3
MG,73,39,39C,30/05/2018,26.64903929,-78.51804706,LE,1,7,7,5,0,0,2,16,68,2,1,2,2,3
MG,73,39,39D,30/05/2018,26.64733333,-78.51705,LE,0,11,17,0,2,0,0,14,55,2,1,2,1,3
DP,74,40,40A,30/05/2018,26.62075,-78.52435,LE,1,10,13,1,0,0,0,15,61,2,1,2,0,3
DP,74,40,40B,30/05/2018,26.62241667,-78.5235,LE,0,8,3,9,3,0,3,14,39,2,1,1,1,3
DP,74,40,40C,30/05/2018,26.6195,-78.52275,LE,0,8,6,0,0,0,0,14,56,2,1,2,0,3
DP,74,40,40D,30/05/2018,26.62095,-78.52165,LE,1,3,9,0,1,0,0,12,45,2,1,1,0,3
MG,75,40,40A,30/05/2018,26.62384041,-78.52496754,LE,0,9,11,1,0,2,0,17,60,2,1,2,0,3
MG,75,40,40B,30/05/2018,26.62238448,-78.52615606,LE,0,7,20,4,0,9,0,10,43,2,1,2,0,3
MG,75,40,40C,30/05/2018,26.625,-78.52666667,LE,0,5,15,0,0,0,1,15,54,2,1,2,0,3
MG,75,40,40D,30/05/2018,26.6235,-78.52785,LE,1,2,21,0,2,0,1,13,52,2,1,2,1,3
DP,76,41,41A,07/06/2018,26.6081122,-78.51894959,LE,1,2,10,2,0,0,1,16,60,2,1,2,0,3
DP,76,41,41B,07/06/2018,26.60644079,-78.51858549,LE,1,5,6,2,0,0,1,14,56,2,1,2,1,3
DP,76,41,41C,07/06/2018,26.60868884,-78.51706001,LE,1,3,11,3,0,0,1,16,53,2,1,2,1,3
DP,76,41,41D,07/06/2018,26.60687413,-78.51655782,LE,1,8,6,5,0,1,0,15,48,2,1,1,2,3
MG,77,41,41A,07/06/2018,26.60783333,-78.5211,LE,1,10,20,1,1,1,1,13,45,2,1,2,0,3
MG,77,41,41B,07/06/2018,26.60625,-78.52075,LE,1,7,17,12,0,2,2,12,55,2,1,2,1,3
MG,77,41,41C,07/06/2018,26.60731667,-78.52321667,LE,1,12,16,6,0,27,1,10,43,2,1,2,0,3
MG,77,41,41D,07/06/2018,26.60548183,-78.52286406,LE,1,11,15,2,0,5,0,15,51,2,1,2,0,3
DP,78,42,42A,07/06/2018,26.61590679,-78.54715665,LE,0,3,3,0,2,0,3,16,50,2,1,1,2,3
DP,78,42,42B,07/06/2018,26.61610599,-78.54512869,LE,1,3,5,0,0,0,4,16,50,2,1,1,2,3
DP,78,42,42C,07/06/2018,26.617809,-78.54526331,LE,0,7,5,0,1,0,4,13,51,2,1,1,0,3
DP,78,42,42D,21/06/2018,26.61757763,-78.54723051,LE,0,4,8,0,2,0,3,14,57,2,2,2,2,3
MG,79,42,42A,07/06/2018,26.61405,-78.54708333,LE,0,8,4,0,2,0,7,13,46,2,1,1,1,3
MG,79,42,42B,07/06/2018,26.61428333,-78.54493333,LE,1,4,8,0,1,0,7,13,46,2,1,1,0,3
MG,79,42,42C,07/06/2018,26.61156667,-78.54683333,LE,0,5,9,0,1,0,5,15,56,2,1,1,0,3
MG,79,42,42D,21/06/2018,26.61226137,-78.54497826,LE,0,7,13,0,3,0,3,13,58,2,1,2,2,3
DP,80,43,43A,08/06/2018,26.62009952,-78.32943291,EE,0,6,0,11,0,0,0,5,12,6,2,2,0,0
DP,80,43,43B,08/06/2018,26.62042504,-78.32701793,EE,1,6,9,0,0,0,1,13,71,5,2,2,0,1
DP,80,43,43C,08/06/2018,26.61875827,-78.32688997,EE,0,13,5,0,0,0,0,14,64,6,2,2,0,0
DP,80,43,43D,08/06/2018,26.61844411,-78.32920461,EE,0,8,3,2,0,0,0,9,39,5,2,2,0,1
MG,81,43,43A,08/06/2018,26.6223,-78.32751667,EE,1,7,16,3,1,0,3,12,52,3,2,2,2,2
MG,81,43,43B,08/06/2018,26.62196667,-78.32943333,EE,1,7,9,8,0,0,1,14,63,5,2,2,2,2
MG,81,43,43C,08/06/2018,26.624,-78.32973333,EE,1,9,22,0,0,0,2,13,58,3,2,2,0,2
MG,81,43,43D,08/06/2018,26.62438333,-78.32726667,EE,0,13,14,0,2,0,1,12,53,3,2,2,1,2
DP,82,44,44A,08/06/2018,26.62921141,-78.3021822,EE,1,11,8,0,0,0,2,11,65,1,1,1,0,4
DP,82,44,44B,08/06/2018,26.62699161,-78.30171965,EE,1,10,5,0,0,0,2,16,74,1,1,1,2,4
MG,82,44,44A,08/06/2018,26.63119212,-78.30445491,EE,0,11,10,0,1,6,0,11,65,1,2,2,0,4
MG,82,44,44B,08/06/2018,26.63188045,-78.30643593,EE,1,12,10,0,0,10,1,15,63,1,1,1,1,4
DP,83,45,45A,09/06/2018,26.5870839,-78.51442579,LE,0,11,8,1,0,0,0,11,50,1,1,1,0,4
DP,83,45,45B,09/06/2018,26.58616576,-78.5162521,LE,0,0,8,2,0,0,1,13,57,1,1,1,0,4
DP,83,45,45C,09/06/2018,26.58863075,-78.51511121,LE,1,9,5,2,0,0,0,11,55,1,1,2,0,4
DP,83,45,45D,09/06/2018,26.58823734,-78.51712327,LE,1,9,10,4,0,0,0,13,59,1,1,2,1,4
MG,84,45,45A,09/06/2018,26.58506667,-78.51341667,LE,0,10,22,4,0,1,0,9,42,1,1,1,2,3
MG,84,45,45B,09/06/2018,26.58463333,-78.5157,LE,0,7,17,3,0,0,0,13,47,2,1,1,2,3
MG,84,45,45C,09/06/2018,26.58311667,-78.51281667,LE,0,12,11,6,0,0,1,9,44,2,1,2,1,3
MG,84,45,45D,09/06/2018,26.58268333,-78.51491667,LE,0,12,19,3,0,0,0,11,44,2,1,2,2,3
DP,85,46,46A,09/06/2018,26.57794514,-78.50236546,LE,0,4,6,5,0,0,1,5,45,1,1,1,1,3
DP,85,46,46B,09/06/2018,26.57940007,-78.50352778,LE,0,5,3,9,0,0,0,8,33,2,1,1,1,3
DP,85,46,46C,09/06/2018,26.57704949,-78.50482398,LE,0,8,3,6,0,0,0,8,68,2,1,2,0,3
DP,85,46,46D,09/06/2018,26.57880898,-78.50500905,LE,0,7,6,2,0,0,1,9,53,2,1,1,0,3
MG,86,46,46A,09/06/2018,26.57863333,-78.50038333,LE,0,6,5,2,3,0,1,13,66,2,2,1,1,3
MG,86,46,46B,09/06/2018,26.5805,-78.50076667,LE,0,8,15,7,0,1,0,12,51,1,1,1,2,3
MG,86,46,46C,09/06/2018,26.57925,-78.4983,LE,0,9,6,2,1,1,0,13,49,1,1,1,2,3
MG,86,46,46D,09/06/2018,26.58096667,-78.49921667,LE,0,7,11,1,0,0,0,14,47,2,2,1,2,3
DP,87,47,47A,10/06/2018,26.63015168,-78.48782057,LE,1,4,6,4,0,0,2,14,46,2,1,2,0,3
DP,87,47,47B,10/06/2018,26.63001727,-78.48545998,LE,0,10,0,0,9,1,1,14,55,2,1,1,0,3
DP,87,47,47C,10/06/2018,26.62794058,-78.48583191,LE,1,8,7,2,0,0,1,9,45,2,1,2,0,3
DP,87,47,47D,10/06/2018,26.62821438,-78.48797598,LE,1,9,8,5,1,0,1,15,48,2,1,2,0,3
MG,88,47,47A,10/06/2018,26.63305,-78.48811667,LE,0,10,17,3,0,6,1,15,51,2,1,2,0,3
MG,88,47,47B,10/06/2018,26.63355,-78.48613333,LE,0,16,0,0,16,10,1,14,51,2,1,2,0,3
MG,88,47,47C,10/06/2018,26.6357,-78.48901667,LE,0,13,15,2,0,2,0,15,52,2,1,2,0,3
MG,88,47,47D,10/06/2018,26.63576667,-78.48696667,LE,0,11,4,0,18,6,0,13,70,2,1,2,0,3
DP,89,48,48A,10/06/2018,26.62673908,-78.46861203,LE,0,3,0,15,0,1,1,7,22,2,1,1,2,3
DP,89,48,48B,10/06/2018,26.62566418,-78.47021868,LE,0,2,2,3,7,0,1,6,31,2,1,2,2,3
DP,89,48,48C,24/06/2018,26.62482864,-78.46769551,LE,0,11,1,0,5,6,1,15,46,2,1,1,0,3
DP,89,48,48D,24/06/2018,26.62392898,-78.4693063,LE,0,8,1,4,0,0,1,10,32,3,2,1,2,3
MG,90,48,48A,10/06/2018,26.62755,-78.47136667,LE,1,10,12,4,5,5,0,13,44,2,1,2,0,3
MG,90,48,48B,10/06/2018,26.62856667,-78.4696,LE,1,8,15,9,2,4,0,10,43,2,1,2,1,3
MG,90,48,48C,24/06/2018,26.6295,-78.47235,LE,1,12,8,2,9,3,0,14,56,2,1,2,2,3
MG,90,48,48D,24/06/2018,26.63011667,-78.47043333,LE,1,7,12,9,1,9,4,12,37,2,1,2,0,3
DP,91,49,49A,11/06/2018,26.6947571,-78.09410863,EE,1,12,2,0,1,0,0,13,68,2,1,2,0,3
DP,91,49,49B,11/06/2018,26.69498712,-78.09117393,EE,0,13,8,0,0,0,1,12,61,2,1,2,2,3
DP,91,49,49C,11/06/2018,26.6968829,-78.09396105,EE,0,8,1,0,0,2,0,11,63,2,1,2,0,3
DP,91,49,49D,11/06/2018,26.69711358,-78.09124921,EE,0,9,5,0,6,0,2,8,50,2,1,2,1,3
MG,92,49,49A,11/06/2018,26.69952524,-78.09396932,EE,1,12,14,0,3,0,2,11,50,2,1,1,0,2
MG,92,49,49B,11/06/2018,26.69968526,-78.09133039,EE,1,9,20,2,0,0,0,11,56,3,1,2,0,2
MG,92,49,49C,11/06/2018,26.70175247,-78.09397318,EE,0,10,19,1,0,0,0,11,53,3,1,2,0,2
MG,92,49,49D,11/06/2018,26.70192227,-78.09115094,EE,0,13,16,0,0,0,0,11,47,3,1,2,0,2
DP,93,50,50A,13/06/2018,26.63016404,-78.50700558,LE,1,6,4,0,0,0,2,16,60,2,1,2,1,3
DP,93,50,50B,13/06/2018,26.630314,-78.50920115,LE,1,3,6,0,0,0,1,16,60,2,1,2,0,3
DP,93,50,50C,13/06/2018,26.6282752,-78.50918762,LE,1,11,9,1,1,0,1,14,52,2,1,2,0,3
DP,93,50,50D,13/06/2018,26.62840785,-78.5072945,LE,1,12,5,3,0,0,4,12,48,2,1,2,2,3
MG,94,50,50A,13/06/2018,26.63255,-78.50668333,LE,1,13,11,3,0,0,0,13,40,2,1,2,0,3
MG,94,50,50B,13/06/2018,26.63255,-78.50888333,LE,1,6,19,1,0,0,1,13,48,2,1,2,1,3
MG,94,50,50C,13/06/2018,26.63441667,-78.5064,LE,1,18,15,0,2,0,1,17,51,2,1,2,0,3
MG,94,50,50D,13/06/2018,26.63421921,-78.50854463,LE,0,11,18,0,0,0,0,15,51,2,1,2,0,3
DP,95,51,51A,13/06/2018,26.65177835,-78.46339857,LE,0,5,6,1,0,0,1,12,48,2,1,2,0,3
DP,95,51,51B,13/06/2018,26.65187044,-78.46540279,LE,0,9,8,1,0,1,1,15,47,2,1,2,0,3
DP,95,51,51C,13/06/2018,26.64986825,-78.46458248,LE,1,8,8,1,0,0,1,14,47,2,1,2,2,3
DP,95,51,51D,13/06/2018,26.65047805,-78.46280318,LE,0,12,6,0,0,1,2,10,41,2,1,2,0,3
MG,96,51,51A,13/06/2018,26.65348333,-78.46373333,LE,0,1,9,1,1,2,1,13,51,2,1,2,0,3
MG,96,51,51B,13/06/2018,26.65335,-78.46581667,LE,0,12,17,0,3,0,2,13,54,2,1,2,0,3
MG,96,51,51C,13/06/2018,26.65545,-78.4641,LE,0,8,9,2,1,2,4,16,52,3,1,1,0,3
MG,96,51,51D,13/06/2018,26.65501667,-78.46615,LE,0,5,10,0,5,0,2,13,41,2,1,2,0,3
DP,97,52,52A,16/06/2018,26.60500177,-78.46532663,LE,0,9,3,3,0,0,5,8,33,2,1,2,2,2
DP,97,52,52B,16/06/2018,26.60665063,-78.46416985,LE,1,11,11,1,0,0,2,13,46,4,1,2,1,2
DP,97,52,52C,16/06/2018,26.60316026,-78.45975079,LE,0,8,9,0,0,0,1,13,53,2,1,2,0,3
DP,97,52,52D,16/06/2018,26.60126856,-78.46091073,LE,1,10,2,9,1,0,2,5,26,3,1,2,1,2
MG,98,52,52A,16/06/2018,26.60855,-78.46531667,LE,0,8,24,16,0,0,0,12,45,3,1,2,0,2
MG,98,52,52B,16/06/2018,26.60966667,-78.46768333,LE,0,6,11,23,0,0,0,11,35,3,1,2,0,2
MG,98,52,52C,16/06/2018,26.60805,-78.46921667,LE,1,12,23,0,1,0,5,13,51,2,1,2,2,3
MG,98,52,52D,16/06/2018,26.6071,-78.46776667,LE,1,10,21,1,1,1,2,14,47,2,1,2,0,3
DP,99,53,53A,16/06/2018,26.63781095,-78.43726677,LE,1,3,3,9,0,0,0,13,48,3,2,2,2,2
DP,99,53,53B,16/06/2018,26.63602785,-78.4381557,LE,1,10,7,0,1,0,1,13,54,3,2,2,1,2
DP,99,53,53C,25/06/2018,26.63566938,-78.43643589,LE,1,7,6,1,0,0,1,13,60,3,1,2,0,2
DP,99,53,53D,25/06/2018,26.6373481,-78.43580793,LE,1,13,10,1,0,0,1,13,54,3,1,2,2,2
MG,100,53,53A,16/06/2018,26.6367,-78.44015,LE,1,12,31,16,0,0,1,11,44,4,1,2,0,1
MG,100,53,53B,16/06/2018,26.63843333,-78.43911667,LE,0,10,5,24,1,3,1,9,30,4,1,1,0,2
MG,100,53,53C,25/06/2018,26.63753333,-78.4424,LE,0,14,18,5,1,0,0,15,48,4,2,2,0,2
MG,100,53,53D,25/06/2018,26.63916667,-78.44141667,LE,1,19,16,2,0,0,0,13,50,4,1,2,1,2
DP,101,54,54A,17/06/2018,26.66800363,-78.11066248,EE,1,6,0,6,1,0,0,6,13,2,1,2,2,3
DP,101,54,54B,17/06/2018,26.66819077,-78.11311339,EE,1,4,7,0,0,0,1,11,55,2,1,2,0,3
DP,101,54,54C,17/06/2018,26.66562668,-78.11099566,EE,0,13,8,3,0,0,0,13,57,2,1,2,0,3
DP,101,54,54D,17/06/2018,26.66638349,-78.11321448,EE,1,15,6,2,0,0,0,11,60,2,2,2,0,3
MG,102,54,54A,17/06/2018,26.67035,-78.1105,EE,1,10,31,7,0,1,1,11,37,2,1,2,0,3
MG,102,54,54B,17/06/2018,26.67055948,-78.11269146,EE,1,8,24,3,0,1,2,12,41,2,1,1,0,3
MG,102,54,54C,17/06/2018,26.67237,-78.1102,EE,1,16,17,4,0,0,3,11,41,2,1,1,0,3
MG,102,54,54D,17/06/2018,26.6725124,-78.11247219,EE,0,15,33,2,0,0,1,11,43,2,1,1,0,3
DP,103,55,55A,17/06/2018,26.67774867,-78.06136859,EE,0,16,6,4,0,0,1,10,46,4,2,2,0,0
DP,103,55,55B,17/06/2018,26.68020672,-78.05990272,EE,0,16,4,9,0,0,0,11,41,5,2,2,0,0
DP,103,55,55C,17/06/2018,26.67860629,-78.05907275,EE,0,3,1,10,0,0,0,6,22,5,2,2,0,0
DP,103,55,55D,17/06/2018,26.67934513,-78.06185416,EE,0,12,6,8,0,0,0,10,57,5,2,2,0,0
MG,104,55,55A,17/06/2018,26.67888608,-78.06407466,EE,0,19,25,3,0,0,0,12,40,6,2,2,0,1
MG,104,55,55B,17/06/2018,26.67701503,-78.06376702,EE,0,12,19,4,0,0,0,12,53,3,2,2,0,1
MG,104,55,55C,17/06/2018,26.67834707,-78.06562134,EE,0,16,18,5,0,0,0,10,39,5,2,2,0,1
MG,104,55,55D,17/06/2018,26.67655182,-78.06535716,EE,1,7,18,3,0,0,2,11,51,4,2,1,0,2
DP,105,56,56A,18/06/2018,26.64046698,-78.51151114,LE,1,4,9,0,0,0,1,15,48,2,1,2,2,3
DP,105,56,56B,18/06/2018,26.64040502,-78.50918581,LE,1,12,6,0,0,0,3,14,51,2,1,2,0,3
DP,105,56,56C,18/06/2018,26.64203044,-78.50933918,LE,1,7,6,1,0,0,0,14,61,2,1,2,0,3
DP,105,56,56D,18/06/2018,26.64214824,-78.51136286,LE,1,4,8,1,1,0,3,16,67,2,1,2,1,3
MG,106,56,56A,18/06/2018,26.63791667,-78.51113333,LE,1,12,10,0,1,0,0,16,66,2,1,2,1,3
MG,106,56,56B,18/06/2018,26.6385,-78.50901667,LE,1,15,12,0,2,0,0,16,62,2,1,2,0,3
MG,106,56,56C,18/06/2018,26.63622846,-78.50989942,LE,1,13,13,0,0,0,1,18,55,2,1,2,1,3
MG,106,56,56D,18/06/2018,26.63725564,-78.50833685,LE,1,9,16,0,1,0,1,16,55,2,1,2,0,3
DP,107,57,57A,19/06/2018,26.66134267,-78.2157148,EE,1,8,13,0,0,0,1,10,36,3,2,2,0,2
DP,107,57,57B,19/06/2018,26.66342726,-78.21611764,EE,1,7,7,6,0,0,0,11,43,3,1,2,0,2
DP,107,57,57C,19/06/2018,26.6609982,-78.21819791,EE,1,12,3,5,0,0,0,11,59,3,1,2,1,2
DP,107,57,57D,19/06/2018,26.66295329,-78.21862649,EE,0,9,9,2,0,0,1,12,51,3,2,2,0,2
MG,108,57,57A,19/06/2018,26.66363333,-78.21361667,EE,1,14,31,4,0,1,0,11,40,3,1,1,0,2
MG,108,57,57B,19/06/2018,26.66171016,-78.21292478,EE,0,13,25,3,0,0,2,12,47,3,1,2,0,2
MG,108,57,57C,19/06/2018,26.66408452,-78.21085828,EE,1,8,18,2,0,2,0,12,47,3,1,2,0,2
MG,108,57,57D,19/06/2018,26.66205287,-78.21026355,EE,1,11,16,3,0,0,0,13,56,4,1,2,0,2
DP,109,58,58A,21/06/2018,26.6545864,-78.49476063,LE,0,6,8,2,0,0,0,15,61,2,1,2,0,3
DP,109,58,58B,21/06/2018,26.65639762,-78.49520863,LE,0,4,0,11,0,0,0,5,19,3,2,1,0,2
DP,109,58,58C,21/06/2018,26.6548798,-78.49295513,LE,0,10,8,1,0,0,1,11,51,3,1,1,0,2
DP,109,58,58D,21/06/2018,26.65667563,-78.49270193,LE,0,5,3,1,0,0,2,16,64,2,1,1,2,3
MG,110,58,58A,21/06/2018,26.65566667,-78.4979,LE,0,7,14,0,1,0,3,15,47,3,1,1,0,2
MG,110,58,58B,21/06/2018,26.65408333,-78.49695,LE,0,6,0,6,0,0,0,9,41,4,2,1,0,1
MG,110,58,58C,21/06/2018,26.65478333,-78.49981667,LE,0,11,8,0,3,0,1,17,56,2,1,2,2,3
MG,110,58,58D,21/06/2018,26.65316667,-78.49871667,LE,0,14,22,1,0,1,1,15,53,4,2,2,0,2
DP,111,59,59A,22/06/2018,26.65279934,-78.1545227,EE,0,7,5,1,0,0,1,12,52,5,2,2,1,1
DP,111,59,59B,22/06/2018,26.65103077,-78.15447361,EE,0,13,10,0,0,0,1,14,71,5,2,2,0,1
DP,111,59,59C,22/06/2018,26.65082534,-78.15650395,EE,1,5,5,0,0,0,0,13,58,5,2,2,0,1
